pc1,pc2,cluster,emoji,label
0.32800784948269357,-0.25783809284917825,59,👨‍👧‍👦,Diverse Male Representation
0.31494727239791104,-0.2365430519442883,59,👨‍👧‍👧,Diverse Male Representation
0.35943235073964913,-0.2806887392552127,59,👨‍👨‍👦,Diverse Male Representation
0.37674001905408755,-0.26308315192586873,59,👨‍👨‍👦‍👦,Diverse Male Representation
0.3174360926145987,-0.26026215100810046,59,👨‍👨‍👧,Diverse Male Representation
0.34734943021552545,-0.2622589525424769,59,👨‍👨‍👧‍👦,Diverse Male Representation
0.3343237762673402,-0.24382205241624322,59,👨‍👨‍👧‍👧,Diverse Male Representation
0.3799426219133598,-0.320711844166461,59,👨‍👩‍👦,Diverse Male Representation
0.38397061716089537,-0.3086366590595712,59,👨‍👩‍👦‍👦,Diverse Male Representation
0.34583434531074164,-0.28511932629811904,59,👨‍👩‍👧,Diverse Male Representation
0.35981376398695464,-0.2908608604621064,59,👨‍👩‍👧‍👦,Diverse Male Representation
0.35298103300481476,-0.2735660061372267,59,👨‍👩‍👧‍👧,Diverse Male Representation
0.31205363008320347,-0.3247438033623273,3,👩‍👦,Women in Diverse Roles
0.3317661199211978,-0.30722154021414855,3,👩‍👦‍👦,Women in Diverse Roles
0.31424859654017345,-0.28812582262684083,3,👩‍👧,Women in Diverse Roles
0.3479828909297724,-0.301224825224322,3,👩‍👧‍👦,Women in Diverse Roles
0.33561366937613296,-0.2775210952153076,3,👩‍👧‍👧,Women in Diverse Roles
0.35064682232595423,-0.33463073418690814,3,👩‍👩‍👦,Women in Diverse Roles
0.35465406436699,-0.31337001879047394,3,👩‍👩‍👦‍👦,Women in Diverse Roles
0.3368474514563425,-0.30042431512351964,3,👩‍👩‍👧,Women in Diverse Roles
0.35564648592154013,-0.29435770320898363,3,👩‍👩‍👧‍👦,Women in Diverse Roles
0.34586366826044174,-0.28393685415489744,3,👩‍👩‍👧‍👧,Women in Diverse Roles
0.11894092871055356,0.20371938993953057,84,🧑‍🌾,Diverse Professions and Roles
0.2521687567846965,0.18595190716595522,1,🧑🏿‍🌾,Diverse Careers and Roles
0.21030695588983125,0.21980987754224843,84,🧑🏻‍🌾,Diverse Professions and Roles
0.25685152196046857,0.21025223792653616,84,🧑🏾‍🌾,Diverse Professions and Roles
0.25143486531442444,0.21290263110704272,84,🧑🏼‍🌾,Diverse Professions and Roles
0.23020154023847209,0.24168450715995235,84,🧑🏽‍🌾,Diverse Professions and Roles
-0.23017886459571962,-0.0936630727929959,56,⏩,Time Management Icons
-0.283380046861095,-0.036035458522259214,56,⏬,Time Management Icons
-0.29255315711499097,-0.06237372955531477,56,⏪,Time Management Icons
-0.3296392192734572,-0.03062755239078526,56,⏫,Time Management Icons
-0.34051565384681304,-0.1616966936712494,38,📠,"""Communication and Media Tools"""
-0.2181252664330681,0.004157684450333723,55,😨,Emotional Expressions and Reactions
-0.27608433175973596,-0.05763161066119811,5,🪶,Character & Symbol Collection
-0.21902121731748342,0.018035354468920264,73,♀️,Symbols and Icons Collection
-0.22213950015439202,-0.044356639556238864,73,♀,Symbols and Icons Collection
-0.29072891253551036,-0.05749921638768829,72,🎡,Celebration and Entertainment Emojis
-0.31012632953085184,0.05270545557416686,67,⛴️,Sports and Outdoor Activities
-0.354406609893348,0.043319697207811744,67,⛴,Sports and Outdoor Activities
-0.15482343743333474,-0.0530293970678685,28,🏑,"🏞️🏗️🏡🏙️🏛️🏟️🏖️🏰🏯🏠🏩🏚️🏝️🏜️🏦🏥🏨🏪🏬🏛️🏢🏫🏭🏟️🏎️🏍️🏏🏀🏈🏉🏓🏸🏒🏑🏊🏌️‍♀️🏌️‍♂️🏋️‍♀️🏋️‍♂️🏃‍♀️🏃‍♂️🏄‍♀️🏄‍♂️🎪🏳️‍🌈🏳️‍⚧️🎉🏆🏅

**Group Name: Diverse Locations and Activities**"
-0.2724317917895946,-0.060775735195864766,2,🗄️,Symbolic Expressions and Icons
-0.29484893667237294,-0.06236266725295038,2,🗄,Symbolic Expressions and Icons
-0.3489560073277488,-0.10205496872826965,38,📁,"""Communication and Media Tools"""
-0.234223236350723,-0.12903018066969432,72,🎞️,Celebration and Entertainment Emojis
-0.2496461299173202,-0.12272017402811616,72,🎞,Celebration and Entertainment Emojis
-0.26619438552869634,-0.1380737673790973,38,📽️,"""Communication and Media Tools"""
-0.29465631191782704,-0.1435545997323058,38,📽,"""Communication and Media Tools"""
-0.25749084097841046,-0.0665933426221522,60,🫆,Colorful Body Expressions
-0.2792637410277478,-0.1867643091422272,10,🔥,"""Navigation and Control Icons"""
-0.24190506349994642,0.04920505516589611,39,🚒,"""Transportation and Safety Symbols"""
-0.14776210406425508,0.19639498409094633,71,🧯,Emoji Mixture Madness
-0.22789372334254235,0.16184511273788796,71,🧨,Emoji Mixture Madness
0.05603082210534269,0.2276266744231118,84,🧑‍🚒,Diverse Professions and Roles
0.1505823704442671,0.17759365429363053,1,🧑🏿‍🚒,Diverse Careers and Roles
0.14910867941284894,0.2317989400323146,84,🧑🏻‍🚒,Diverse Professions and Roles
0.14996719276644216,0.19242265113600635,84,🧑🏾‍🚒,Diverse Professions and Roles
0.1645434156977478,0.22506419269276992,84,🧑🏼‍🚒,Diverse Professions and Roles
0.13904579416338586,0.22373557478699926,84,🧑🏽‍🚒,Diverse Professions and Roles
-0.2763392396447915,-0.10106694188969317,72,🎆,Celebration and Entertainment Emojis
-0.3074354257908931,-0.08870993381848595,25,🌓,Nature and Weather Wonders
-0.3299623219136009,-0.038714844752705535,25,🌛,Nature and Weather Wonders
-0.2566469266772913,-0.1194467148231194,45,🐟,Animal Kingdom
-0.2673993090967842,-0.12386162758721947,18,🍥,Delicious Food & Drink Variety
-0.26623056084832436,-0.10017366356356207,72,🎣,Celebration and Entertainment Emojis
-0.34464386664150654,-0.007368952286165158,57,🕠,Symbols of Time and Spirit
-0.34237828753410654,-0.05782089596851061,57,🕔,Symbols of Time and Spirit
-0.33126951230854756,0.061512827334089214,67,⛳,Sports and Outdoor Activities
-0.17649514027496133,-0.11535312166044817,6,🦩,Animal Kingdom Variety
-0.26415004708222917,-0.1464402267573,10,🔦,"""Navigation and Control Icons"""
-0.24915078049085013,-0.08803953578473439,48,🥿,"""Mixed Bag of Emotions"""
-0.31084761336313776,-0.043861656056170636,60,🫓,Colorful Body Expressions
-0.2545274092357562,-0.02274352276995689,65,⚜️,Symbols and Tools
-0.2838347949899643,-0.019819047024589625,65,⚜,Symbols and Tools
-0.19281570145584853,-0.09065754730314642,70,💪,Hand Gestures and Variants
-0.06802024207786558,-0.10574615857537475,31,💪🏿,Empowerment and Support Emojis
-0.1364534123380517,-0.07519635608733632,70,💪🏻,Hand Gestures and Variants
-0.04338661544900439,-0.10167883889471396,31,💪🏾,Empowerment and Support Emojis
-0.1161838805138427,-0.07832112948708096,70,💪🏼,Hand Gestures and Variants
-0.0858978432604663,-0.08589425689233092,31,💪🏽,Empowerment and Support Emojis
-0.1780366304702145,-0.0897299331381147,48,💾,"""Mixed Bag of Emotions"""
-0.2756049663993404,-0.08373085142211117,72,🎴,Celebration and Entertainment Emojis
-0.22170567700295116,0.005085601933904124,55,😳,Emotional Expressions and Reactions
-0.2901978161712399,-0.08831934992396985,5,🪈,Character & Symbol Collection
-0.2841818862722276,-0.0984526866014309,5,🪰,Character & Symbol Collection
-0.2115676882940526,-0.0789189698979387,48,🥏,"""Mixed Bag of Emotions"""
-0.3213839228594352,0.014361911142103466,26,🛸,Travel and Transportation Icons
-0.26986056742517056,-0.13012253530441711,25,🌫️,Nature and Weather Wonders
-0.289235549766601,-0.13104029964220418,25,🌫,Nature and Weather Wonders
-0.3548046100703891,-0.035286129900334876,25,🌁,Nature and Weather Wonders
-0.20056932300131958,-0.042531855868058965,31,🙏,Empowerment and Support Emojis
-0.09785140603944877,-0.03439101541651766,31,🙏🏿,Empowerment and Support Emojis
-0.17054921811859727,-0.021028966385266894,31,🙏🏻,Empowerment and Support Emojis
-0.0780002199734051,-0.0439303000391851,31,🙏🏾,Empowerment and Support Emojis
-0.14298798441487537,-0.024946452321780162,31,🙏🏼,Empowerment and Support Emojis
-0.11430824825615497,-0.024414611567582633,31,🙏🏽,Empowerment and Support Emojis
-0.29011720390717743,-0.08596150973894365,5,🪭,Character & Symbol Collection
-0.24592713652840392,-0.05580590144702664,60,🫕,Colorful Body Expressions
-0.17005400459738268,-0.037428133124524636,6,🦶,Animal Kingdom Variety
-0.04816442324475408,-0.015234410801102135,6,🦶🏿,Animal Kingdom Variety
-0.08801285415502677,-0.0012862155057985626,6,🦶🏻,Animal Kingdom Variety
-0.002304599136969221,-0.01955459727164132,6,🦶🏾,Animal Kingdom Variety
-0.08610265435645525,-0.004738582264413561,6,🦶🏼,Animal Kingdom Variety
-0.04785208772685376,0.019311508119284636,6,🦶🏽,Animal Kingdom Variety
-0.2606159309768487,-0.0993248319496471,48,👣,"""Mixed Bag of Emotions"""
-0.2739831293221286,-0.11705037947279429,18,🍴,Delicious Food & Drink Variety
-0.24358275842288424,-0.14157193907104695,18,🍽️,Delicious Food & Drink Variety
-0.2668703297056824,-0.1598808634394648,18,🍽,Delicious Food & Drink Variety
-0.28326508261187405,-0.05059333400425229,48,🥠,"""Mixed Bag of Emotions"""
-0.35233172360129134,-0.007875514661426719,67,⛲,Sports and Outdoor Activities
-0.17980844895281625,-0.05733986222500076,36,🖋️,Art and Technology Tools
-0.1922218394129046,-0.05411993594249421,36,🖋,Art and Technology Tools
-0.33075970303668084,0.028827742697185403,57,🕟,Symbols of Time and Spirit
-0.2278839535552775,-0.08420179906817196,18,🍀,Delicious Food & Drink Variety
-0.31027380701168655,-0.057950160266016064,57,🕓,Symbols of Time and Spirit
-0.2610725066271156,-0.13232778756223593,6,🦊,Animal Kingdom Variety
-0.2224742503704879,-0.03493098956572384,36,🖼️,Art and Technology Tools
-0.24690519132388913,-0.019594145981535072,36,🖼,Art and Technology Tools
-0.32547520783029726,-0.1105055514204324,18,🍟,Delicious Food & Drink Variety
-0.32114254192919,-0.13279770400785135,18,🍤,Delicious Food & Drink Variety
-0.22021639237444077,-0.0711266265433677,45,🐸,Animal Kingdom
-0.22733422023087094,-0.14713831554278084,45,🐥,Animal Kingdom
-0.11103512147506872,-0.03016837898570462,14,☹️,Astrological and Symbolic Collection
-0.14483079111444505,-0.02631411261075635,14,☹,Astrological and Symbolic Collection
-0.23637390694389596,-0.02673329450613915,55,😦,Emotional Expressions and Reactions
-0.301078209322672,-0.014270516660282959,67,⛽,Sports and Outdoor Activities
-0.3244964534882492,-0.06440591689636195,25,🌕,Nature and Weather Wonders
-0.27711870126718857,-0.05865759791493815,25,🌝,Nature and Weather Wonders
-0.2303615901998269,0.015598599948314877,65,⚱️,Symbols and Tools
-0.25407324794361724,0.013874256942193583,65,⚱,Symbols and Tools
-0.2864706595147538,-0.05218130128435438,72,🎲,Celebration and Entertainment Emojis
-0.20608271470005854,0.17291863442940586,71,🧄,Emoji Mixture Madness
-0.22088623149201297,-2.746742512303877e-07,65,⚙️,Symbols and Tools
-0.2578068886550705,-0.002707597327509458,65,⚙,Symbols and Tools
-0.2670914636100917,-0.04960240971601726,72,💎,Celebration and Entertainment Emojis
-0.17178640222216765,0.20900517101589605,71,🧞,Emoji Mixture Madness
-0.18954022863815917,-0.12862781953376137,48,👻,"""Mixed Bag of Emotions"""
-0.26280988527156207,-0.04320425485556013,60,🫚,Colorful Body Expressions
-0.21653878126411502,-0.02416231110580668,6,🦒,Animal Kingdom Variety
-0.18904516622102469,-0.08961812132336665,75,👧,Diverse Family & Relationships
-0.04620614268191076,-0.07128708616991547,75,👧🏿,Diverse Family & Relationships
-0.08910961656741109,-0.08794277015177163,75,👧🏻,Diverse Family & Relationships
-0.018393835490147416,-0.07977767035150203,75,👧🏾,Diverse Family & Relationships
-0.08478843161635512,-0.082379912077628,75,👧🏼,Diverse Family & Relationships
-0.04997383727928425,-0.06172392062037491,75,👧🏽,Diverse Family & Relationships
-0.22371152306523842,-0.034585999363754484,48,🥛,"""Mixed Bag of Emotions"""
-0.2954983394831655,-0.15159056676871227,38,👓,"""Communication and Media Tools"""
-0.3109048177081198,-0.16433527334540196,25,🌎,Nature and Weather Wonders
-0.2655192919306118,-0.13964552888053494,25,🌏,Nature and Weather Wonders
-0.2859838785185096,-0.1668737515437467,25,🌍,Nature and Weather Wonders
-0.28948934026337947,-0.1475567899096607,25,🌐,Nature and Weather Wonders
-0.21155030165481742,0.1822852333580751,71,🧤,Emoji Mixture Madness
-0.29536496373561666,-0.04734727232133491,25,🌟,Nature and Weather Wonders
-0.2901183151680842,-0.07957177983791608,48,🥅,"""Mixed Bag of Emotions"""
-0.24851574094645773,-0.06942738324848585,45,🐐,Animal Kingdom
-0.18551076399478242,-0.08394444165122213,48,👺,"""Mixed Bag of Emotions"""
-0.12702868151591573,-0.01031766370244299,61,🥽,Water Polo Players
-0.28404203610890577,-0.05612293237338786,5,🪿,Character & Symbol Collection
-0.19890741358511746,-0.04764283645502786,6,🦍,Animal Kingdom Variety
-0.21937007298066508,-0.149526319892043,72,🎓,Celebration and Entertainment Emojis
-0.2848700513852468,-0.13899799970487728,18,🍇,Delicious Food & Drink Variety
-0.22128108484765627,-0.10640469894772825,18,🍏,Delicious Food & Drink Variety
-0.29495055393206426,-0.11244102041638711,38,📗,"""Communication and Media Tools"""
-0.3510198695256825,-0.012180010394542,79,🟢,Colorful Shapes Group
-0.3063569121819019,-0.06641109520460117,53,💚,Love and Emotions
-0.23946666698205205,-0.07735645682941929,48,🥗,"""Mixed Bag of Emotions"""
-0.29563031064288703,-0.08294594158315344,79,🟩,Colorful Shapes Group
-0.1558452202506412,-0.07134425668829045,60,🩶,Colorful Body Expressions
-0.27633335562546657,-0.02124463510426417,55,😬,Emotional Expressions and Reactions
-0.20782856164166805,-0.0503791836717669,55,😺,Emotional Expressions and Reactions
-0.21087268841865625,-0.07358076038388257,55,😸,Emotional Expressions and Reactions
-0.2128141614779476,-0.06609823567169487,55,😀,Emotional Expressions and Reactions
-0.22961046778566158,-0.08345361344161334,55,😃,Emotional Expressions and Reactions
-0.21240434924526228,-0.08906508845838176,55,😄,Emotional Expressions and Reactions
-0.1694094736657424,-0.045399711548605975,55,😅,Emotional Expressions and Reactions
-0.16008915141216298,-0.03989223703819899,55,😆,Emotional Expressions and Reactions
-0.20615701994579075,-0.02750954983776119,53,💗,Love and Emotions
-0.14166617220948907,-0.0008425667174137816,43,💂,Royal Guards Emojis
0.02057829002501354,-0.0008544989984386911,43,💂🏿,Royal Guards Emojis
-0.031095664145939998,0.034799278636112006,43,💂🏻,Royal Guards Emojis
0.0386422519961042,0.003126960186412615,43,💂🏾,Royal Guards Emojis
-0.015440798153761419,0.04195247859311228,43,💂🏼,Royal Guards Emojis
0.008926885347481072,0.06052271537493833,43,💂🏽,Royal Guards Emojis
-0.2501760980470025,-0.09760154980850426,6,🦮,Animal Kingdom Variety
-0.2305211793442859,-0.07607971563716516,72,🎸,Celebration and Entertainment Emojis
-0.3143892079695552,-0.05884827212446174,5,🪮,Character & Symbol Collection
-0.33303230186567284,-0.13119735197488142,18,🍔,Delicious Food & Drink Variety
-0.22944285970338685,-0.15091310308294906,10,🔨,"""Navigation and Control Icons"""
-0.229868627751287,0.020830458946606078,65,⚒️,Symbols and Tools
-0.2688801593528078,0.024165563258057677,65,⚒,Symbols and Tools
-0.25541644660380847,-0.01390893045450964,26,🛠️,Travel and Transportation Icons
-0.2921708720157375,-0.017349231908053896,26,🛠,Travel and Transportation Icons
-0.3153142872217409,-0.0837719052326,5,🪬,Character & Symbol Collection
-0.23237222816627606,-0.0804695552920589,45,🐹,Animal Kingdom
-0.22004601997488785,-0.037117674334372464,36,🖐️,Art and Technology Tools
-0.24231341065720452,-0.027552407958755982,36,🖐,Art and Technology Tools
-0.1211293255550204,-0.023122449996527437,36,🖐🏿,Art and Technology Tools
-0.17917031750252113,0.00032516314752084813,36,🖐🏻,Art and Technology Tools
-0.10225094622415958,-0.0299012240621505,36,🖐🏾,Art and Technology Tools
-0.16235652751139062,-0.010985469486093037,36,🖐🏼,Art and Technology Tools
-0.14157475680098977,-0.003390900371015953,36,🖐🏽,Art and Technology Tools
-0.2539867129458929,-0.08418832492477824,60,🫰,Colorful Body Expressions
-0.12195174857890968,-0.0691431296478285,11,🫰🏿,Diverse Hand Gestures
-0.17047534939435102,-0.06178213156411848,60,🫰🏻,Colorful Body Expressions
-0.11530653641503738,-0.07822834852471273,11,🫰🏾,Diverse Hand Gestures
-0.17574916248561043,-0.07324624604001412,60,🫰🏼,Colorful Body Expressions
-0.15710186240139248,-0.04656257658941482,11,🫰🏽,Diverse Hand Gestures
-0.2362024539488088,0.003914715526467297,48,👜,"""Mixed Bag of Emotions"""
-0.19636591274798224,-0.18122889454260788,31,🤝,Empowerment and Support Emojis
-0.04742470126580702,-0.11406767391703232,31,🤝🏿,Empowerment and Support Emojis
0.051364949339673255,-0.009980572741247605,11,🫱🏿‍🫲🏻,Diverse Hand Gestures
0.0724561868872864,-0.005401843466590707,11,🫱🏿‍🫲🏾,Diverse Hand Gestures
0.04138040160007658,0.0031212049924054224,11,🫱🏿‍🫲🏼,Diverse Hand Gestures
0.06629056792366672,-0.01320868211213811,11,🫱🏿‍🫲🏽,Diverse Hand Gestures
-0.10358067598780196,-0.12938285988111392,31,🤝🏻,Empowerment and Support Emojis
0.028229194094334824,-0.026907563811628434,11,🫱🏻‍🫲🏿,Diverse Hand Gestures
0.05297833132568983,-0.006548660226381622,11,🫱🏻‍🫲🏾,Diverse Hand Gestures
0.0002417515865835169,0.017813941472637488,11,🫱🏻‍🫲🏼,Diverse Hand Gestures
0.014929375861420817,0.009396683849655632,11,🫱🏻‍🫲🏽,Diverse Hand Gestures
-0.05142650544782818,-0.1348715664341901,31,🤝🏾,Empowerment and Support Emojis
0.06935561123489103,-0.040050936245324506,11,🫱🏾‍🫲🏿,Diverse Hand Gestures
0.0575103335940652,-0.030837428030673034,11,🫱🏾‍🫲🏻,Diverse Hand Gestures
0.037368651830996774,-0.006042591728130227,11,🫱🏾‍🫲🏼,Diverse Hand Gestures
0.07306978446162583,-0.03365728457816497,11,🫱🏾‍🫲🏽,Diverse Hand Gestures
-0.0969145471636537,-0.13809301962576198,31,🤝🏼,Empowerment and Support Emojis
0.027203902630399252,-0.014040423044219662,11,🫱🏼‍🫲🏿,Diverse Hand Gestures
0.011224496561963341,-0.008440129366141694,11,🫱🏼‍🫲🏻,Diverse Hand Gestures
0.042122317361644325,-0.001676154404544418,11,🫱🏼‍🫲🏾,Diverse Hand Gestures
0.022914733527074765,-0.00797056372778865,11,🫱🏼‍🫲🏽,Diverse Hand Gestures
-0.07142429213199285,-0.11600228035944618,31,🤝🏽,Empowerment and Support Emojis
0.027878370830747175,-0.017010936092557487,11,🫱🏽‍🫲🏿,Diverse Hand Gestures
0.01394179392516435,-0.005674117849664186,11,🫱🏽‍🫲🏻,Diverse Hand Gestures
0.042630578052899624,-0.0013885017341934108,11,🫱🏽‍🫲🏾,Diverse Hand Gestures
-0.008290513865976552,0.018781061578560458,11,🫱🏽‍🫲🏼,Diverse Hand Gestures
-0.3103636790899357,-0.06336868006450208,5,🪉,Character & Symbol Collection
-0.27159596805678066,-0.1060684953583577,45,🐣,Animal Kingdom
-0.09069297809426437,0.036105333709839454,55,🙂‍↔️,Emotional Expressions and Reactions
-0.11178827110043667,0.04733475014108057,55,🙂‍↔,Emotional Expressions and Reactions
-0.09270570187377827,0.03298415218246174,55,🙂‍↕️,Emotional Expressions and Reactions
-0.11621585235921368,0.03982949807133177,55,🙂‍↕,Emotional Expressions and Reactions
-0.27966342908501696,-0.11532834969062282,72,🎧,Celebration and Entertainment Emojis
-0.24489729779281166,-0.10187405495250972,5,🪦,Character & Symbol Collection
0.10621890594240191,0.2180190397460145,84,🧑‍⚕️,Diverse Professions and Roles
0.0873909412076988,0.22596837918810622,84,🧑‍⚕,Diverse Professions and Roles
0.19785673516885524,0.21599393840637185,1,🧑🏿‍⚕️,Diverse Careers and Roles
0.19659497446362112,0.20888397877404588,1,🧑🏿‍⚕,Diverse Careers and Roles
0.19393483798450126,0.24685191802868556,84,🧑🏻‍⚕️,Diverse Professions and Roles
0.18074995040557423,0.2532216637245611,84,🧑🏻‍⚕,Diverse Professions and Roles
0.20886522678483432,0.20687388928607012,84,🧑🏾‍⚕️,Diverse Professions and Roles
0.20762350462421064,0.20852914149268637,84,🧑🏾‍⚕,Diverse Professions and Roles
0.21990482955681556,0.24475890973376813,84,🧑🏼‍⚕️,Diverse Professions and Roles
0.21186625871925513,0.2487808661954128,84,🧑🏼‍⚕,Diverse Professions and Roles
0.19198488178315518,0.24127103937745556,84,🧑🏽‍⚕️,Diverse Professions and Roles
0.1913800770900647,0.24864306994328367,84,🧑🏽‍⚕,Diverse Professions and Roles
-0.2561596998218069,0.06495747732270969,48,🙉,"""Mixed Bag of Emotions"""
-0.22927232749203796,0.051723372408581735,53,💟,Love and Emotions
-0.15937657835522892,-0.051118073069211775,14,❣️,Astrological and Symbolic Collection
-0.17524720368386767,-0.04917124650475547,14,❣,Astrological and Symbolic Collection
-0.20370489627710364,-0.02468574294231825,60,🫶,Colorful Body Expressions
-0.06578380104907545,-0.021925430310397283,11,🫶🏿,Diverse Hand Gestures
-0.1344574399989017,0.0066397950586038436,60,🫶🏻,Colorful Body Expressions
-0.031847105940689256,-0.02455004658705086,11,🫶🏾,Diverse Hand Gestures
-0.12970098412611447,-0.00040126794232954335,60,🫶🏼,Colorful Body Expressions
-0.08963570043426541,0.019482301605079185,11,🫶🏽,Diverse Hand Gestures
0.054012864613933224,-0.09745303995229969,53,❤️‍🔥,Love and Emotions
0.04140013012132376,-0.07161995173765426,53,❤‍🔥,Love and Emotions
-0.11884810583941863,-0.13067597500851702,53,♥️,Love and Emotions
-0.2267762430170479,-0.10557165487779246,14,♥,Astrological and Symbolic Collection
-0.14282468848864732,-0.1014539646746053,53,💘,Love and Emotions
-0.2577511414707362,-0.09507480620972253,53,💝,Love and Emotions
-0.28126050935955765,-0.04233584322674564,48,💲,"""Mixed Bag of Emotions"""
-0.32077185979310824,-0.010386345920919408,79,🟰,Colorful Shapes Group
-0.2523260337960775,-0.10546602866172779,6,🦔,Animal Kingdom Variety
-0.3331977417630127,-0.029059438535810795,39,🚁,"""Transportation and Safety Symbols"""
-0.26146595610251927,-0.05691547613561162,25,🌿,Nature and Weather Wonders
-0.24735321318982778,-0.11178493112223142,25,🌺,Nature and Weather Wonders
-0.18281371463187457,-0.08147075479647378,48,👠,"""Mixed Bag of Emotions"""
-0.26327403023740636,-0.10694192235245417,39,🚄,"""Transportation and Safety Symbols"""
-0.3075181708235157,-0.040554370848612756,65,⚡,Symbols and Tools
-0.1774435505293133,0.00526934883176576,48,🥾,"""Mixed Bag of Emotions"""
-0.30065209137600757,0.08876155737983848,26,🛕,Travel and Transportation Icons
-0.25696362484746754,-0.031587708319662434,6,🦛,Animal Kingdom Variety
-0.2980609366056255,0.04948879692312921,57,🕳️,Symbols of Time and Spirit
-0.32444942056622766,0.06443416477927935,57,🕳,Symbols of Time and Spirit
-0.3433424721915826,-0.017753986745978532,73,⭕,Symbols and Icons Collection
-0.19241018194436335,-0.10578329921618618,18,🍯,Delicious Food & Drink Variety
-0.25890782284581576,-0.09642511918674203,45,🐝,Animal Kingdom
-0.2992473396099152,-0.07197408016671954,5,🪝,Character & Symbol Collection
-0.21587921506273797,0.014437262918898781,39,🚥,"""Transportation and Safety Symbols"""
-0.2580221579932358,-0.012615019810106006,45,🐎,Animal Kingdom
-0.26234486778297117,-0.0675311219345629,45,🐴,Animal Kingdom
-0.27941516276650036,0.0005964529813540432,28,🏇,"🏞️🏗️🏡🏙️🏛️🏟️🏖️🏰🏯🏠🏩🏚️🏝️🏜️🏦🏥🏨🏪🏬🏛️🏢🏫🏭🏟️🏎️🏍️🏏🏀🏈🏉🏓🏸🏒🏑🏊🏌️‍♀️🏌️‍♂️🏋️‍♀️🏋️‍♂️🏃‍♀️🏃‍♂️🏄‍♀️🏄‍♂️🎪🏳️‍🌈🏳️‍⚧️🎉🏆🏅

**Group Name: Diverse Locations and Activities**"
-0.15861743552405574,-0.015763718257411158,28,🏇🏿,"🏞️🏗️🏡🏙️🏛️🏟️🏖️🏰🏯🏠🏩🏚️🏝️🏜️🏦🏥🏨🏪🏬🏛️🏢🏫🏭🏟️🏎️🏍️🏏🏀🏈🏉🏓🏸🏒🏑🏊🏌️‍♀️🏌️‍♂️🏋️‍♀️🏋️‍♂️🏃‍♀️🏃‍♂️🏄‍♀️🏄‍♂️🎪🏳️‍🌈🏳️‍⚧️🎉🏆🏅

**Group Name: Diverse Locations and Activities**"
-0.21720027459904623,0.012232174538257909,28,🏇🏻,"🏞️🏗️🏡🏙️🏛️🏟️🏖️🏰🏯🏠🏩🏚️🏝️🏜️🏦🏥🏨🏪🏬🏛️🏢🏫🏭🏟️🏎️🏍️🏏🏀🏈🏉🏓🏸🏒🏑🏊🏌️‍♀️🏌️‍♂️🏋️‍♀️🏋️‍♂️🏃‍♀️🏃‍♂️🏄‍♀️🏄‍♂️🎪🏳️‍🌈🏳️‍⚧️🎉🏆🏅

**Group Name: Diverse Locations and Activities**"
-0.16576775950598457,-0.0016479437342163466,28,🏇🏾,"🏞️🏗️🏡🏙️🏛️🏟️🏖️🏰🏯🏠🏩🏚️🏝️🏜️🏦🏥🏨🏪🏬🏛️🏢🏫🏭🏟️🏎️🏍️🏏🏀🏈🏉🏓🏸🏒🏑🏊🏌️‍♀️🏌️‍♂️🏋️‍♀️🏋️‍♂️🏃‍♀️🏃‍♂️🏄‍♀️🏄‍♂️🎪🏳️‍🌈🏳️‍⚧️🎉🏆🏅

**Group Name: Diverse Locations and Activities**"
-0.21953178045497374,0.001294435937367269,28,🏇🏼,"🏞️🏗️🏡🏙️🏛️🏟️🏖️🏰🏯🏠🏩🏚️🏝️🏜️🏦🏥🏨🏪🏬🏛️🏢🏫🏭🏟️🏎️🏍️🏏🏀🏈🏉🏓🏸🏒🏑🏊🏌️‍♀️🏌️‍♂️🏋️‍♀️🏋️‍♂️🏃‍♀️🏃‍♂️🏄‍♀️🏄‍♂️🎪🏳️‍🌈🏳️‍⚧️🎉🏆🏅

**Group Name: Diverse Locations and Activities**"
-0.20386068989435605,0.018183533218372797,28,🏇🏽,"🏞️🏗️🏡🏙️🏛️🏟️🏖️🏰🏯🏠🏩🏚️🏝️🏜️🏦🏥🏨🏪🏬🏛️🏢🏫🏭🏟️🏎️🏍️🏏🏀🏈🏉🏓🏸🏒🏑🏊🏌️‍♀️🏌️‍♂️🏋️‍♀️🏋️‍♂️🏃‍♀️🏃‍♂️🏄‍♀️🏄‍♂️🎪🏳️‍🌈🏳️‍⚧️🎉🏆🏅

**Group Name: Diverse Locations and Activities**"
-0.1815194442908198,0.009123897194550437,28,🏥,"🏞️🏗️🏡🏙️🏛️🏟️🏖️🏰🏯🏠🏩🏚️🏝️🏜️🏦🏥🏨🏪🏬🏛️🏢🏫🏭🏟️🏎️🏍️🏏🏀🏈🏉🏓🏸🏒🏑🏊🏌️‍♀️🏌️‍♂️🏋️‍♀️🏋️‍♂️🏃‍♀️🏃‍♂️🏄‍♀️🏄‍♂️🎪🏳️‍🌈🏳️‍⚧️🎉🏆🏅

**Group Name: Diverse Locations and Activities**"
-0.30073310337263504,-0.09888748679204908,14,☕,Astrological and Symbolic Collection
-0.3251581044627016,-0.1602328039030009,25,🌭,Nature and Weather Wonders
-0.17233549586089272,-0.09222392099827803,48,🥵,"""Mixed Bag of Emotions"""
-0.30249529928772034,-0.16863640402396715,25,🌶️,Nature and Weather Wonders
-0.3306169050763837,-0.16860064721864476,25,🌶,Nature and Weather Wonders
